id,ra1,dec1,ra2,dec2
And,344.465300,35.168200,344.460438,36.115561
And,344.460438,36.115561,344.455457,37.062921
And,344.455457,37.062921,344.450350,38.010281
And,344.450350,38.010281,344.445109,38.957641
And,344.445109,38.957641,344.439727,39.905001
And,344.439727,39.905001,344.434193,40.852360
And,344.434193,40.852360,344.428499,41.799719
And,344.428499,41.799719,344.422634,42.747078
And,344.422634,42.747078,344.416587,43.694437
And,344.416587,43.694437,344.410346,44.641795
And,344.410346,44.641795,344.403897,45.589153
And,344.403897,45.589153,344.397227,46.536510
And,344.397227,46.536510,344.390320,47.483867
And,344.390320,47.483867,344.383160,48.431224
And,344.383160,48.431224,344.375727,49.378580
And,344.375727,49.378580,344.368002,50.325936
And,344.368002,50.325936,344.359963,51.273291
And,344.359963,51.273291,344.351585,52.220646
And,344.351585,52.220646,344.342842,53.168000
And,344.342900,53.168000,345.358404,53.171338
And,345.358404,53.171338,346.373987,53.174469
And,346.373987,53.174469,347.389643,53.177391
And,347.389643,53.177391,348.405368,53.180104
And,348.405368,53.180104,349.421155,53.182607
And,349.421155,53.182607,350.437001,53.184898
And,350.437001,53.184898,351.452900,53.186977
And,351.452900,53.187000,351.457322,52.353667
And,351.457322,52.353667,351.461581,51.520333
And,351.461581,51.520333,351.465687,50.687000
And,351.465700,50.687000,352.416877,50.688754
And,352.416877,50.688754,353.368089,50.690321
And,353.368089,50.690321,354.319331,50.691701
And,354.319331,50.691701,355.270600,50.692892
And,355.270600,50.692900,355.272490,50.026233
And,355.272490,50.026233,355.274328,49.359567
And,355.274328,49.359567,355.276117,48.692900
And,355.276100,48.692900,356.261652,48.693936
And,356.261652,48.693936,357.247223,48.694769
And,357.247223,48.694769,358.232808,48.695400
And,358.232808,48.695400,359.218404,48.695828
And,359.218404,48.695828,0.204006,48.696052
And,0.204006,48.696052,1.189611,48.696074
And,1.189611,48.696074,2.175214,48.695892
And,2.175214,48.695892,3.160812,48.695507
And,3.160812,48.695507,4.146400,48.694919
And,4.146400,48.694900,4.145344,48.028233
And,4.145344,48.028233,4.144314,47.361567
And,4.144314,47.361567,4.143311,46.694900
And,4.143300,46.694900,5.110051,46.694126
And,5.110051,46.694126,6.076787,46.693157
And,6.076787,46.693157,7.043503,46.691994
And,7.043503,46.691994,8.010195,46.690635
And,8.010195,46.690635,8.976861,46.689083
And,8.976861,46.689083,9.943497,46.687337
And,9.943497,46.687337,10.910099,46.685398
And,10.910099,46.685398,11.876664,46.683266
And,11.876664,46.683266,12.843188,46.680942
And,12.843188,46.680942,13.809668,46.678427
And,13.809668,46.678427,14.776100,46.675722
And,14.776100,46.675800,14.782372,47.675750
And,14.782372,47.675750,14.788890,48.675700
And,14.788900,48.675700,15.738863,48.672855
And,15.738863,48.672855,16.688770,48.669828
And,16.688770,48.669828,17.638617,48.666620
And,17.638617,48.666620,18.588399,48.663230
And,18.588400,48.663300,18.596968,49.663250
And,18.596968,49.663250,18.605896,50.663200
And,18.605900,50.663200,19.556517,50.659628
And,19.556517,50.659628,20.507059,50.655876
And,20.507059,50.655876,21.457521,50.651947
And,21.457521,50.651947,22.407899,50.647841
And,22.407900,50.647900,23.320193,50.643793
And,23.320193,50.643793,24.232402,50.639525
And,24.232402,50.639525,25.144526,50.635097
And,25.144526,50.635097,26.056559,50.630511
And,26.056559,50.630511,26.968501,50.625767
And,26.968500,50.625700,26.955633,49.625735
And,26.955633,49.625735,26.943285,48.625768
And,26.943285,48.625768,26.931416,47.625800
And,26.931400,47.625800,27.880000,47.620699
And,27.880000,47.620699,28.828504,47.615431
And,28.828504,47.615431,29.776909,47.609996
And,29.776909,47.609996,30.725212,47.604396
And,30.725212,47.604396,31.673409,47.598633
And,31.673409,47.598633,32.621499,47.592708
And,32.621500,47.592800,32.633894,48.467752
And,32.633894,48.467752,32.646724,49.342703
And,32.646724,49.342703,32.660018,50.217652
And,32.660018,50.217652,32.673808,51.092600
And,32.673800,51.092600,33.575690,51.086814
And,33.575690,51.086814,34.477462,51.080886
And,34.477462,51.080886,35.379116,51.074815
And,35.379116,51.074815,36.280648,51.068605
And,36.280648,51.068605,37.182054,51.062255
And,37.182054,51.062255,38.083334,51.055769
And,38.083334,51.055769,38.984483,51.049147
And,38.984483,51.049147,39.885500,51.042392
And,39.885500,51.042400,39.867079,50.060328
And,39.867079,50.060328,39.849396,49.078254
And,39.849396,49.078254,39.832400,48.096177
And,39.832400,48.096177,39.816041,47.114097
And,39.816041,47.114097,39.800274,46.132015
And,39.800274,46.132015,39.785060,45.149931
And,39.785060,45.149931,39.770362,44.167845
And,39.770362,44.167845,39.756145,43.185758
And,39.756145,43.185758,39.742378,42.203668
And,39.742378,42.203668,39.729033,41.221577
And,39.729033,41.221577,39.716083,40.239485
And,39.716083,40.239485,39.703503,39.257391
And,39.703503,39.257391,39.691271,38.275296
And,39.691271,38.275296,39.679365,37.293200
And,39.679300,37.293200,38.703595,37.300509
And,38.703595,37.300509,37.727795,37.307660
And,37.727795,37.307660,36.751901,37.314650
And,36.751901,37.314650,35.775915,37.321478
And,35.775915,37.321478,34.799840,37.328142
And,34.799840,37.328142,33.823678,37.334640
And,33.823678,37.334640,32.847431,37.340969
And,32.847431,37.340969,31.871100,37.347129
And,31.871100,37.347100,31.862585,36.472100
And,31.862585,36.472100,31.854261,35.597100
And,31.854300,35.597100,30.860861,35.603191
And,30.860861,35.603191,29.867346,35.609102
And,29.867346,35.609102,28.873757,35.614831
And,28.873757,35.614831,27.880096,35.620377
And,27.880096,35.620377,26.886366,35.625738
And,26.886366,35.625738,25.892569,35.630912
And,25.892569,35.630912,24.898707,35.635898
And,24.898707,35.635898,23.904784,35.640695
And,23.904784,35.640695,22.910800,35.645300
And,22.910800,35.645300,22.904015,34.645350
And,22.904015,34.645350,22.897392,33.645400
And,22.897400,33.645400,21.947212,33.649622
And,21.947212,33.649622,20.996978,33.653667
And,20.996978,33.653667,20.046699,33.657534
And,20.046699,33.657534,19.096377,33.661221
And,19.096377,33.661221,18.146015,33.664727
And,18.146015,33.664727,17.195614,33.668053
And,17.195614,33.668053,16.245176,33.671195
And,16.245176,33.671195,15.294704,33.674155
And,15.294704,33.674155,14.344199,33.676931
And,14.344199,33.676931,13.393664,33.679522
And,13.393664,33.679522,12.443100,33.681927
And,12.443100,33.681900,12.439885,32.756900
And,12.439885,32.756900,12.436736,31.831901
And,12.436736,31.831901,12.433649,30.906901
And,12.433649,30.906901,12.430621,29.981901
And,12.430621,29.981901,12.427650,29.056901
And,12.427650,29.056901,12.424731,28.131901
And,12.424731,28.131901,12.421862,27.206901
And,12.421862,27.206901,12.419040,26.281900
And,12.419040,26.281900,12.416263,25.356900
And,12.416263,25.356900,12.413529,24.431900
And,12.413500,24.431900,13.418811,24.429350
And,13.418811,24.429350,14.424100,24.426592
And,14.424100,24.426600,14.420975,23.509933
And,14.420975,23.509933,14.417893,22.593267
And,14.417893,22.593267,14.414852,21.676600
And,14.414800,21.676600,13.444424,21.679265
And,13.444424,21.679265,12.474029,21.681737
And,12.474029,21.681737,11.503618,21.684014
And,11.503618,21.684014,10.533192,21.686095
And,10.533192,21.686095,9.562753,21.687981
And,9.562753,21.687981,8.592300,21.689670
And,8.592300,21.689670,7.621837,21.691163
And,7.621837,21.691163,6.651364,21.692458
And,6.651364,21.692458,5.680882,21.693555
And,5.680882,21.693555,4.710394,21.694454
And,4.710394,21.694454,3.739900,21.695155
And,3.739900,21.695200,3.740260,22.195200
And,3.740260,22.195200,3.740623,22.695200
And,3.740600,22.695200,3.175301,22.695517
And,3.175301,22.695517,2.610000,22.695766
And,2.610000,22.695800,2.610387,23.552943
And,2.610387,23.552943,2.610779,24.410086
And,2.610779,24.410086,2.611176,25.267229
And,2.611176,25.267229,2.611579,26.124371
And,2.611579,26.124371,2.611988,26.981514
And,2.611988,26.981514,2.612403,27.838657
And,2.612403,27.838657,2.612825,28.695800
And,2.612800,28.695800,2.109500,28.695965
And,2.109500,28.695965,1.606200,28.696078
And,1.606200,28.696000,1.606385,29.529350
And,1.606385,29.529350,1.606574,30.362700
And,1.606574,30.362700,1.606765,31.196050
And,1.606765,31.196050,1.606960,32.029400
And,1.607000,32.029400,0.662423,32.029466
And,0.662423,32.029466,359.717845,32.029345
And,359.717845,32.029345,358.773271,32.029036
And,358.773271,32.029036,357.828700,32.028539
And,357.828700,32.028500,357.828042,32.778500
And,357.828100,32.778500,356.883360,32.777816
And,356.883360,32.777816,355.938629,32.776944
And,355.938629,32.776944,354.993908,32.775885
And,354.993908,32.775885,354.049200,32.774639
And,354.049200,32.774600,354.047570,33.580167
And,354.047570,33.580167,354.045909,34.385733
And,354.045909,34.385733,354.044217,35.191300
And,354.044200,35.191300,353.086198,35.189846
And,353.086198,35.189846,352.128215,35.188202
And,352.128215,35.188202,351.170253,35.186366
And,351.170253,35.186366,350.212314,35.184340
And,350.212314,35.184340,349.254401,35.182125
And,349.254401,35.182125,348.296516,35.179720
And,348.296516,35.179720,347.338661,35.177127
And,347.338661,35.177127,346.380839,35.174347
And,346.380839,35.174347,345.423051,35.171379
And,345.423051,35.171379,344.465300,35.168226
Ant,141.904300,-24.542500,141.895225,-25.523235
Ant,141.895225,-25.523235,141.886000,-26.503970
Ant,141.886000,-26.503970,141.876617,-27.484703
Ant,141.876617,-27.484703,141.867065,-28.465437
Ant,141.867065,-28.465437,141.857334,-29.446169
Ant,141.857334,-29.446169,141.847413,-30.426901
Ant,141.847413,-30.426901,141.837290,-31.407632
Ant,141.837290,-31.407632,141.826954,-32.388362
Ant,141.826954,-32.388362,141.816391,-33.369092
Ant,141.816391,-33.369092,141.805587,-34.349820
Ant,141.805587,-34.349820,141.794527,-35.330548
Ant,141.794527,-35.330548,141.783195,-36.311274
Ant,141.783195,-36.311274,141.771575,-37.292000
Ant,141.771600,-37.292000,141.762508,-38.041976
Ant,141.762508,-38.041976,141.753227,-38.791951
Ant,141.753227,-38.791951,141.743749,-39.541926
Ant,141.743749,-39.541926,141.734064,-40.291900
Ant,141.734100,-40.291900,142.721917,-40.299323
Ant,142.721917,-40.299323,143.709843,-40.306585
Ant,143.709843,-40.306585,144.697876,-40.313683
Ant,144.697876,-40.313683,145.686014,-40.320615
Ant,145.686014,-40.320615,146.674254,-40.327379
Ant,146.674254,-40.327379,147.662593,-40.333973
Ant,147.662593,-40.333973,148.651031,-40.340395
Ant,148.651031,-40.340395,149.639562,-40.346643
Ant,149.639562,-40.346643,150.628186,-40.352716
Ant,150.628186,-40.352716,151.616900,-40.358611
Ant,151.616900,-40.358611,152.605700,-40.364326
Ant,152.605700,-40.364326,153.594585,-40.369861
Ant,153.594585,-40.369861,154.583552,-40.375212
Ant,154.583552,-40.375212,155.572597,-40.380379
Ant,155.572597,-40.380379,156.561719,-40.385361
Ant,156.561719,-40.385361,157.550913,-40.390155
Ant,157.550913,-40.390155,158.540179,-40.394760
Ant,158.540179,-40.394760,159.529512,-40.399174
Ant,159.529512,-40.399174,160.518910,-40.403398
Ant,160.518910,-40.403398,161.508370,-40.407428
Ant,161.508370,-40.407428,162.497889,-40.411264
Ant,162.497889,-40.411264,163.487465,-40.414905
Ant,163.487465,-40.414905,164.477094,-40.418350
Ant,164.477094,-40.418350,165.466773,-40.421598
Ant,165.466773,-40.421598,166.456500,-40.424647
Ant,166.456500,-40.424600,166.461318,-39.474620
Ant,166.461318,-39.474620,166.466006,-38.524640
Ant,166.466006,-38.524640,166.470571,-37.574660
Ant,166.470571,-37.574660,166.475022,-36.624680
Ant,166.475022,-36.624680,166.479364,-35.674700
Ant,166.479400,-35.674700,165.639071,-35.672124
Ant,165.639071,-35.672124,164.798770,-35.669404
Ant,164.798770,-35.669404,163.958500,-35.666542
Ant,163.958500,-35.666500,163.963509,-34.708175
Ant,163.963509,-34.708175,163.968404,-33.749850
Ant,163.968404,-33.749850,163.973190,-32.791525
Ant,163.973190,-32.791525,163.977874,-31.833200
Ant,163.977900,-31.833200,163.033718,-31.829814
Ant,163.033718,-31.829814,162.089573,-31.826249
Ant,162.089573,-31.826249,161.145467,-31.822507
Ant,161.145467,-31.822507,160.201400,-31.818588
Ant,160.201400,-31.818600,160.205291,-31.151933
Ant,160.205291,-31.151933,160.209128,-30.485267
Ant,160.209128,-30.485267,160.212913,-29.818600
Ant,160.212900,-29.818600,159.206484,-29.814228
Ant,159.206484,-29.814228,158.200114,-29.809658
Ant,158.200114,-29.809658,157.193792,-29.804891
Ant,157.193792,-29.804891,156.187520,-29.799929
Ant,156.187520,-29.799929,155.181300,-29.794772
Ant,155.181300,-29.794800,155.187408,-28.905934
Ant,155.187408,-28.905934,155.193412,-28.017067
Ant,155.193412,-28.017067,155.199319,-27.128200
Ant,155.199300,-27.128200,154.256636,-27.123194
Ant,154.256636,-27.123194,153.314016,-27.118021
Ant,153.314016,-27.118021,152.371442,-27.112681
Ant,152.371442,-27.112681,151.428914,-27.107177
Ant,151.428914,-27.107177,150.486435,-27.101509
Ant,150.486435,-27.101509,149.544005,-27.095680
Ant,149.544005,-27.095680,148.601626,-27.089691
Ant,148.601626,-27.089691,147.659300,-27.083543
Ant,147.659300,-27.083500,147.666196,-26.250200
Ant,147.666196,-26.250200,147.672993,-25.416900
Ant,147.672993,-25.416900,147.679697,-24.583600
Ant,147.679700,-24.583600,146.717001,-24.577157
Ant,146.717001,-24.577157,145.754353,-24.570551
Ant,145.754353,-24.570551,144.791757,-24.563786
Ant,144.791757,-24.563786,143.829216,-24.556862
Ant,143.829216,-24.556862,142.866730,-24.549782
Ant,142.866730,-24.549782,141.904300,-24.542548
Aps,209.111100,-83.120100,210.199175,-83.114237
Aps,210.199175,-83.114237,211.286236,-83.108173
Aps,211.286236,-83.108173,212.372252,-83.101911
Aps,212.372252,-83.101911,213.457192,-83.095453
Aps,213.457192,-83.095453,214.541027,-83.088801
Aps,214.541027,-83.088801,215.623727,-83.081958
Aps,215.623727,-83.081958,216.705264,-83.074927
Aps,216.705264,-83.074927,217.785610,-83.067710
Aps,217.785610,-83.067710,218.864738,-83.060310
Aps,218.864738,-83.060310,219.942623,-83.052730
Aps,219.942623,-83.052730,221.019238,-83.044973
Aps,221.019238,-83.044973,222.094559,-83.037042
Aps,222.094559,-83.037042,223.168561,-83.028940
Aps,223.168561,-83.028940,224.241223,-83.020669
Aps,224.241223,-83.020669,225.312520,-83.012234
Aps,225.312520,-83.012234,226.382433,-83.003636
Aps,226.382433,-83.003636,227.450939,-82.994880
Aps,227.450939,-82.994880,228.518018,-82.985968
Aps,228.518018,-82.985968,229.583652,-82.976905
Aps,229.583652,-82.976905,230.647822,-82.967692
Aps,230.647822,-82.967692,231.710511,-82.958334
Aps,231.710511,-82.958334,232.771700,-82.948835
Aps,232.771700,-82.948835,233.831375,-82.939196
Aps,233.831375,-82.939196,234.889520,-82.929423
Aps,234.889520,-82.929423,235.946120,-82.919518
Aps,235.946120,-82.919518,237.001161,-82.909485
Aps,237.001161,-82.909485,238.054631,-82.899328
Aps,238.054631,-82.899328,239.106517,-82.889050
Aps,239.106517,-82.889050,240.156808,-82.878655
Aps,240.156808,-82.878655,241.205493,-82.868147
Aps,241.205493,-82.868147,242.252563,-82.857529
Aps,242.252563,-82.857529,243.298007,-82.846805
Aps,243.298007,-82.846805,244.341818,-82.835978
Aps,244.341818,-82.835978,245.383987,-82.825053
Aps,245.383987,-82.825053,246.424509,-82.814033
Aps,246.424509,-82.814033,247.463376,-82.802923
Aps,247.463376,-82.802923,248.500583,-82.791725
Aps,248.500583,-82.791725,249.536125,-82.780443
Aps,249.536125,-82.780443,250.569997,-82.769083
Aps,250.569997,-82.769083,251.602198,-82.757646
Aps,251.602198,-82.757646,252.632723,-82.746137
Aps,252.632723,-82.746137,253.661570,-82.734561
Aps,253.661570,-82.734561,254.688738,-82.722920
Aps,254.688738,-82.722920,255.714226,-82.711219
Aps,255.714226,-82.711219,256.738034,-82.699461
Aps,256.738034,-82.699461,257.760162,-82.687651
Aps,257.760162,-82.687651,258.780610,-82.675791
Aps,258.780610,-82.675791,259.799382,-82.663887
Aps,259.799382,-82.663887,260.816478,-82.651941
Aps,260.816478,-82.651941,261.831902,-82.639958
Aps,261.831902,-82.639958,262.845657,-82.627942
Aps,262.845657,-82.627942,263.857746,-82.615896
Aps,263.857746,-82.615896,264.868173,-82.603824
Aps,264.868173,-82.603824,265.876945,-82.591729
Aps,265.876945,-82.591729,266.884066,-82.579617
Aps,266.884066,-82.579617,267.889542,-82.567490
Aps,267.889542,-82.567490,268.893379,-82.555352
Aps,268.893379,-82.555352,269.895584,-82.543207
Aps,269.895584,-82.543207,270.896165,-82.531058
Aps,270.896165,-82.531058,271.895130,-82.518910
Aps,271.895130,-82.518910,272.892486,-82.506766
Aps,272.892486,-82.506766,273.888242,-82.494630
Aps,273.888242,-82.494630,274.882407,-82.482505
Aps,274.882407,-82.482505,275.874990,-82.470395
Aps,275.874990,-82.470395,276.866003,-82.458304
Aps,276.866000,-82.458300,276.277292,-81.524377
Aps,276.277292,-81.524377,275.804724,-80.589747
Aps,275.804724,-80.589747,275.416874,-79.654600
Aps,275.416874,-79.654600,275.092702,-78.719066
Aps,275.092702,-78.719066,274.817597,-77.783233
Aps,274.817597,-77.783233,274.581094,-76.847165
Aps,274.581094,-76.847165,274.375506,-75.910909
Aps,274.375506,-75.910909,274.195056,-74.974501
Aps,274.195100,-74.974500,274.035367,-74.037976
Aps,274.035367,-74.037976,273.892906,-73.101346
Aps,273.892906,-73.101346,273.764996,-72.164629
Aps,273.764996,-72.164629,273.649458,-71.227836
Aps,273.649458,-71.227836,273.544526,-70.290978
Aps,273.544526,-70.290978,273.448757,-69.354065
Aps,273.448757,-69.354065,273.360955,-68.417104
Aps,273.360955,-68.417104,273.280125,-67.480100
Aps,273.280100,-67.480100,272.343626,-67.491483
Aps,272.343626,-67.491483,271.406703,-67.502870
Aps,271.406703,-67.502870,270.469331,-67.514260
Aps,270.469331,-67.514260,269.531508,-67.525648
Aps,269.531508,-67.525648,268.593234,-67.537032
Aps,268.593234,-67.537032,267.654509,-67.548409
Aps,267.654509,-67.548409,266.715332,-67.559776
Aps,266.715332,-67.559776,265.775702,-67.571130
Aps,265.775700,-67.571100,264.835631,-67.582437
Aps,264.835631,-67.582437,263.895109,-67.593755
Aps,263.895109,-67.593755,262.954136,-67.605050
Aps,262.954136,-67.605050,262.012710,-67.616319
Aps,262.012710,-67.616319,261.070833,-67.627560
Aps,261.070833,-67.627560,260.128505,-67.638770
Aps,260.128505,-67.638770,259.185727,-67.649944
Aps,259.185727,-67.649944,258.242498,-67.661081
Aps,258.242500,-67.661100,258.312934,-68.494000
Aps,258.312934,-68.494000,258.388765,-69.326868
Aps,258.388765,-69.326868,258.470672,-70.159700
Aps,258.470700,-70.159700,257.470700,-70.171458
Aps,257.470700,-70.171458,256.470127,-70.183168
Aps,256.470127,-70.183168,255.468982,-70.194826
Aps,255.468982,-70.194826,254.467267,-70.206428
Aps,254.467267,-70.206428,253.464983,-70.217970
Aps,253.464983,-70.217970,252.462133,-70.229450
Aps,252.462133,-70.229450,251.458720,-70.240863
Aps,251.458720,-70.240863,250.454744,-70.252207
Aps,250.454744,-70.252207,249.450209,-70.263477
Aps,249.450209,-70.263477,248.445117,-70.274669
Aps,248.445117,-70.274669,247.439472,-70.285782
Aps,247.439472,-70.285782,246.433276,-70.296810
Aps,246.433276,-70.296810,245.426533,-70.307751
Aps,245.426533,-70.307751,244.419246,-70.318601
Aps,244.419246,-70.318601,243.411420,-70.329357
Aps,243.411420,-70.329357,242.403057,-70.340016
Aps,242.403057,-70.340016,241.394162,-70.350573
Aps,241.394162,-70.350573,240.384739,-70.361026
Aps,240.384739,-70.361026,239.374793,-70.371372
Aps,239.374793,-70.371372,238.364328,-70.381606
Aps,238.364328,-70.381606,237.353349,-70.391727
Aps,237.353349,-70.391727,236.341861,-70.401730
Aps,236.341861,-70.401730,235.329870,-70.411613
Aps,235.329870,-70.411613,234.317380,-70.421372
Aps,234.317380,-70.421372,233.304398,-70.431004
Aps,233.304398,-70.431004,232.290929,-70.440507
Aps,232.290929,-70.440507,231.276979,-70.449877
Aps,231.276979,-70.449877,230.262554,-70.459110
Aps,230.262554,-70.459110,229.247660,-70.468206
Aps,229.247660,-70.468206,228.232305,-70.477159
Aps,228.232305,-70.477159,227.216494,-70.485968
Aps,227.216494,-70.485968,226.200235,-70.494629
Aps,226.200235,-70.494629,225.183535,-70.503140
Aps,225.183535,-70.503140,224.166400,-70.511498
Aps,224.166400,-70.511500,223.186542,-70.519401
Aps,223.186542,-70.519401,222.206295,-70.527156
Aps,222.206295,-70.527156,221.225666,-70.534762
Aps,221.225666,-70.534762,220.244661,-70.542216
Aps,220.244661,-70.542216,219.263289,-70.549517
Aps,219.263289,-70.549517,218.281556,-70.556662
Aps,218.281556,-70.556662,217.299469,-70.563649
Aps,217.299469,-70.563649,216.317037,-70.570476
Aps,216.317037,-70.570476,215.334267,-70.577141
Aps,215.334267,-70.577141,214.351167,-70.583642
Aps,214.351167,-70.583642,213.367744,-70.589976
Aps,213.367744,-70.589976,212.384007,-70.596143
Aps,212.384007,-70.596143,211.399964,-70.602140
Aps,211.399964,-70.602140,210.415623,-70.607965
Aps,210.415623,-70.607965,209.430993,-70.613617
Aps,209.430993,-70.613617,208.446082,-70.619093
Aps,208.446082,-70.619093,207.460900,-70.624393
Aps,207.460900,-70.624400,207.502665,-71.457631
Aps,207.502665,-71.457631,207.548216,-72.290852
Aps,207.548216,-72.290852,207.598114,-73.124061
Aps,207.598114,-73.124061,207.653037,-73.957257
Aps,207.653037,-73.957257,207.713812,-74.790437
Aps,207.713812,-74.790437,207.781455,-75.623600
Aps,207.781400,-75.623600,207.867300,-76.560875
Aps,207.867300,-76.560875,207.965827,-77.498116
Aps,207.965827,-77.498116,208.080050,-78.435317
Aps,208.080050,-78.435317,208.214123,-79.372464
Aps,208.214123,-79.372464,208.373802,-80.309544
Aps,208.373802,-80.309544,208.567310,-81.246534
Aps,208.567310,-81.246534,208.806808,-82.183403
Aps,208.806808,-82.183403,209.111074,-83.120100
Aqr,309.598800,0.436200,309.589329,1.436150
Aqr,309.589329,1.436150,309.579850,2.436100
Aqr,309.579900,2.436100,310.480127,2.444570
Aqr,310.480127,2.444570,311.380360,2.452929
Aqr,311.380360,2.452929,312.280600,2.461178
Aqr,312.280600,2.461178,313.180847,2.469312
Aqr,313.180847,2.469312,314.081100,2.477331
Aqr,314.081100,2.477300,315.018876,2.485527
Aqr,315.018876,2.485527,315.956660,2.493625
Aqr,315.956660,2.493625,316.894450,2.501590
Aqr,316.894450,2.501590,317.832247,2.509421
Aqr,317.832247,2.509421,318.770050,2.517116
Aqr,318.770050,2.517116,319.707860,2.524672
Aqr,319.707860,2.524672,320.645677,2.532087
Aqr,320.645677,2.532087,321.583500,2.539360
Aqr,321.583500,2.539400,322.250430,2.544484
Aqr,322.250430,2.544484,322.917363,2.549495
Aqr,322.917363,2.549495,323.584300,2.554431
Aqr,323.584300,2.554400,323.578776,3.304401
Aqr,323.578700,3.304400,324.329068,3.309864
Aqr,324.329068,3.309864,325.079441,3.315232
Aqr,325.079441,3.315232,325.829818,3.320503
Aqr,325.829818,3.320503,326.580200,3.325677
Aqr,326.580200,3.325700,326.583624,2.825700
Aqr,326.583624,2.825700,326.587046,2.325700
Aqr,326.587100,2.325700,327.587428,2.332443
Aqr,327.587428,2.332443,328.587763,2.339008
Aqr,328.587763,2.339008,329.588103,2.345394
Aqr,329.588103,2.345394,330.588449,2.351599
Aqr,330.588449,2.351599,331.588800,2.357620
Aqr,331.588800,2.357600,331.587315,2.607600
Aqr,331.587300,2.607600,332.525184,2.613077
Aqr,332.525184,2.613077,333.463072,2.618390
Aqr,333.463072,2.618390,334.400965,2.623538
Aqr,334.400965,2.623538,335.338864,2.628518
Aqr,335.338864,2.628518,336.276766,2.633330
Aqr,336.276766,2.633330,337.214673,2.637973
Aqr,337.214673,2.637973,338.152585,2.642444
Aqr,338.152585,2.642444,339.090500,2.646744
Aqr,339.090500,2.646744,340.028419,2.650870
Aqr,340.028419,2.650870,340.966343,2.654822
Aqr,340.966343,2.654822,341.904270,2.658599
Aqr,341.904270,2.658599,342.842200,2.662199
Aqr,342.842200,2.662200,342.844700,1.995533
Aqr,342.844700,1.995533,342.847198,1.328867
Aqr,342.847198,1.328867,342.849695,0.662200
Aqr,342.849700,0.662200,342.852695,-0.137800
Aqr,342.852695,-0.137800,342.855691,-0.937800
Aqr,342.855691,-0.937800,342.858688,-1.737800
Aqr,342.858688,-1.737800,342.861687,-2.537800
Aqr,342.861687,-2.537800,342.864691,-3.337800
Aqr,342.864700,-3.337800,343.819862,-3.334316
Aqr,343.819862,-3.334316,344.775022,-3.331017
Aqr,344.775022,-3.331017,345.730179,-3.327904
Aqr,345.730179,-3.327904,346.685333,-3.324979
Aqr,346.685333,-3.324979,347.640486,-3.322241
Aqr,347.640486,-3.322241,348.595636,-3.319691
Aqr,348.595636,-3.319691,349.550785,-3.317331
Aqr,349.550785,-3.317331,350.505932,-3.315160
Aqr,350.505932,-3.315160,351.461077,-3.313180
Aqr,351.461077,-3.313180,352.416221,-3.311391
Aqr,352.416221,-3.311391,353.371364,-3.309794
Aqr,353.371364,-3.309794,354.326505,-3.308388
Aqr,354.326505,-3.308388,355.281645,-3.307175
Aqr,355.281645,-3.307175,356.236785,-3.306155
Aqr,356.236785,-3.306155,357.191924,-3.305327
Aqr,357.191924,-3.305327,358.147062,-3.304693
Aqr,358.147062,-3.304693,359.102200,-3.304252
Aqr,359.102200,-3.304200,359.102471,-4.054200
Aqr,359.102471,-4.054200,359.102743,-4.804200
Aqr,359.102743,-4.804200,359.103016,-5.554200
Aqr,359.103016,-5.554200,359.103289,-6.304200
Aqr,359.103300,-6.304200,359.103656,-7.277884
Aqr,359.103656,-7.277884,359.104013,-8.251568
Aqr,359.104013,-8.251568,359.104372,-9.225253
Aqr,359.104372,-9.225253,359.104734,-10.198937
Aqr,359.104734,-10.198937,359.105097,-11.172621
Aqr,359.105097,-11.172621,359.105463,-12.146305
Aqr,359.105463,-12.146305,359.105831,-13.119990
Aqr,359.105831,-13.119990,359.106203,-14.093674
Aqr,359.106203,-14.093674,359.106577,-15.067358
Aqr,359.106577,-15.067358,359.106955,-16.041042
Aqr,359.106955,-16.041042,359.107337,-17.014726
Aqr,359.107337,-17.014726,359.107723,-17.988411
Aqr,359.107723,-17.988411,359.108113,-18.962095
Aqr,359.108113,-18.962095,359.108508,-19.935779
Aqr,359.108508,-19.935779,359.108907,-20.909463
Aqr,359.108907,-20.909463,359.109312,-21.883147
Aqr,359.109312,-21.883147,359.109722,-22.856832
Aqr,359.109722,-22.856832,359.110139,-23.830516
Aqr,359.110139,-23.830516,359.110561,-24.804200
Aqr,359.110600,-24.804200,358.154533,-24.804642
Aqr,358.154533,-24.804642,357.198462,-24.805279
Aqr,357.198462,-24.805279,356.242385,-24.806110
Aqr,356.242385,-24.806110,355.286302,-24.807135
Aqr,355.286302,-24.807135,354.330210,-24.808355
Aqr,354.330210,-24.808355,353.374108,-24.809768
Aqr,353.374108,-24.809768,352.417995,-24.811374
Aqr,352.417995,-24.811374,351.461870,-24.813174
Aqr,351.461870,-24.813174,350.505730,-24.815165
Aqr,350.505730,-24.815165,349.549574,-24.817349
Aqr,349.549574,-24.817349,348.593402,-24.819723
Aqr,348.593402,-24.819723,347.637211,-24.822289
Aqr,347.637211,-24.822289,346.681000,-24.825044
Aqr,346.681000,-24.825000,345.686513,-24.828066
Aqr,345.686513,-24.828066,344.692001,-24.831335
Aqr,344.692001,-24.831335,343.697463,-24.834807
Aqr,343.697463,-24.834807,342.702897,-24.838481
Aqr,342.702897,-24.838481,341.708301,-24.842355
Aqr,341.708301,-24.842355,340.713675,-24.846428
